run_id,implementation,platform,security,benchmark,duration_s,total_cams,throughput_cams_s,latency_mean_us,latency_std_us,latency_p50_us,latency_p95_us,latency_p99_us,latency_min_us,latency_max_us,sign_latency_mean_us
28,pypy_3.11,rpi5,off,codec-encode,60.000,3202184,53369.7,18.42,11.96,18.00,18.89,34.74,16.44,11449.22,0.00
29,pypy_3.11,rpi5,off,codec-encode,60.000,3192727,53212.1,18.49,12.29,18.04,18.87,33.22,16.50,11361.04,0.00
30,pypy_3.11,rpi5,off,codec-encode,60.000,3217543,53625.6,18.37,12.43,17.91,18.80,33.02,16.39,11230.15,0.00
1,cpython_3.13,rpi5,off,tx,60.000,763726,12728.8,78.02,2.78,77.96,79.41,85.24,74.83,357.69,0.00
2,cpython_3.13,rpi5,off,tx,60.000,761239,12687.3,78.27,2.39,78.28,79.44,83.61,75.44,332.33,0.00
3,cpython_3.13,rpi5,off,tx,60.000,767131,12785.5,77.68,2.36,77.74,78.89,83.24,74.74,323.65,0.00
4,cpython_3.13,rpi5,off,tx,60.000,754793,12579.9,78.95,2.66,78.85,80.26,86.52,75.61,341.17,0.00
5,cpython_3.13,rpi5,off,tx,60.000,760923,12682.0,78.32,2.69,78.31,79.52,84.13,75.39,388.26,0.00
6,cpython_3.13,rpi5,off,tx,60.000,749923,12498.7,79.47,2.70,79.43,80.72,85.44,76.67,324.91,0.00
7,cpython_3.13,rpi5,off,tx,60.000,759882,12664.7,78.43,2.72,78.44,79.65,83.70,75.46,350.61,0.00
8,cpython_3.13,rpi5,off,tx,60.000,755622,12593.7,78.86,2.98,78.70,80.54,89.59,74.91,346.94,0.00
9,cpython_3.13,rpi5,off,tx,60.000,754837,12580.6,78.95,2.82,78.87,80.28,87.85,75.56,413.81,0.00
10,cpython_3.13,rpi5,off,tx,60.000,752476,12541.3,79.19,2.65,79.19,80.33,84.93,76.26,354.85,0.00
11,cpython_3.13,rpi5,off,tx,60.000,752365,12539.4,79.21,2.53,79.11,80.57,86.07,76.15,335.50,0.00
12,cpython_3.13,rpi5,off,tx,60.000,753872,12564.5,79.05,2.90,79.00,80.33,87.80,75.83,356.80,0.00
13,cpython_3.13,rpi5,off,tx,60.000,757604,12626.7,78.66,2.82,78.61,80.06,86.61,75.20,380.35,0.00
14,cpython_3.13,rpi5,off,tx,60.000,756438,12607.3,78.79,2.79,78.67,79.98,87.19,76.07,367.30,0.00
15,cpython_3.13,rpi5,off,tx,60.000,752486,12541.4,79.17,2.85,79.11,80.63,88.20,75.93,343.15,0.00
16,cpython_3.13,rpi5,off,tx,60.000,749976,12499.6,79.46,2.89,79.50,80.76,87.52,76.26,352.56,0.00
17,cpython_3.13,rpi5,off,tx,60.000,752504,12541.7,79.18,2.97,79.06,80.57,88.22,76.02,348.37,0.00
18,cpython_3.13,rpi5,off,tx,60.000,745345,12422.4,79.95,2.81,79.87,81.19,88.33,76.28,357.74,0.00
19,cpython_3.13,rpi5,off,tx,60.000,750634,12510.6,79.39,2.79,79.35,80.59,87.74,76.35,349.46,0.00
20,cpython_3.13,rpi5,off,tx,60.000,749836,12497.3,79.48,2.81,79.39,80.83,88.11,76.44,325.72,0.00
21,cpython_3.13,rpi5,off,tx,60.000,749811,12496.8,79.47,3.20,79.26,83.96,87.54,75.33,645.13,0.00
22,cpython_3.13,rpi5,off,tx,60.000,756760,12612.7,78.74,2.83,78.69,80.04,86.13,75.43,375.85,0.00
23,cpython_3.13,rpi5,off,tx,60.000,751878,12531.3,79.26,2.88,79.13,80.59,89.20,76.44,365.67,0.00
24,cpython_3.13,rpi5,off,tx,60.000,747576,12459.6,79.71,2.97,79.65,81.04,89.76,76.39,364.11,0.00
25,cpython_3.13,rpi5,off,tx,60.000,751641,12527.3,79.27,2.66,79.28,80.44,84.69,75.96,363.22,0.00
26,cpython_3.13,rpi5,off,tx,60.000,751329,12522.1,79.32,2.72,79.28,80.50,86.02,76.22,333.32,0.00
27,cpython_3.13,rpi5,off,tx,60.000,750174,12502.9,79.44,2.92,79.28,81.04,89.74,76.22,340.67,0.00
28,cpython_3.13,rpi5,off,tx,60.000,756197,12603.3,78.80,2.82,78.65,80.26,87.50,75.63,356.00,0.00
29,cpython_3.13,rpi5,off,tx,60.000,752866,12547.7,79.15,2.37,79.22,80.31,84.54,76.06,345.54,0.00
30,cpython_3.13,rpi5,off,tx,60.000,755310,12588.5,78.89,2.78,78.81,80.15,87.02,75.81,349.69,0.00
1,cpython_3.13,rpi5,off,codec-encode,60.000,1305995,21766.6,45.57,0.99,45.80,46.43,48.48,43.19,150.54,0.00
2,cpython_3.13,rpi5,off,codec-encode,60.000,1318780,21979.7,45.11,1.06,45.24,46.07,48.35,42.95,123.48,0.00
3,cpython_3.13,rpi5,off,codec-encode,60.000,1311595,21859.9,45.36,1.01,45.63,46.30,48.24,43.19,157.65,0.00
4,cpython_3.13,rpi5,off,codec-encode,60.000,1309013,21816.9,45.45,1.06,45.69,46.52,48.11,43.26,110.31,0.00
5,cpython_3.13,rpi5,off,codec-encode,60.000,1305320,21755.3,45.58,0.96,45.78,46.48,48.37,43.63,151.61,0.00
6,cpython_3.13,rpi5,off,codec-encode,60.000,1312481,21874.7,45.33,0.96,45.50,46.26,48.02,43.26,144.57,0.00
7,cpython_3.13,rpi5,off,codec-encode,60.000,1308088,21801.5,45.48,1.07,45.70,46.50,48.30,43.26,331.15,0.00
8,cpython_3.13,rpi5,off,codec-encode,60.000,1303538,21725.6,45.64,0.93,45.89,46.52,48.02,43.61,155.91,0.00
9,cpython_3.13,rpi5,off,codec-encode,60.000,1293843,21564.0,45.99,0.91,46.20,46.81,48.69,44.00,122.06,0.00
10,cpython_3.13,rpi5,off,codec-encode,60.000,1313282,21888.0,45.30,0.97,45.48,46.24,47.96,43.19,152.83,0.00
11,cpython_3.13,rpi5,off,codec-encode,60.000,1308816,21813.6,45.46,0.93,45.69,46.37,47.74,43.44,110.91,0.00
12,cpython_3.13,rpi5,off,codec-encode,60.000,1322855,22047.6,44.98,1.03,45.19,45.93,47.76,42.65,129.98,0.00
13,cpython_3.13,rpi5,off,codec-encode,60.000,1295676,21594.6,45.92,1.02,46.06,47.02,48.69,43.69,129.91,0.00
14,cpython_3.13,rpi5,off,codec-encode,60.000,1322379,22039.6,44.99,1.00,45.19,45.96,47.69,42.85,119.37,0.00
15,cpython_3.13,rpi5,off,codec-encode,60.000,1299223,21653.7,45.80,1.11,46.09,46.91,48.72,43.44,161.22,0.00
16,cpython_3.13,rpi5,off,codec-encode,60.000,1311143,21852.4,45.38,1.00,45.70,46.24,47.89,43.24,124.56,0.00
17,cpython_3.13,rpi5,off,codec-encode,60.000,1299753,21662.5,45.78,0.91,46.04,46.57,48.50,43.89,120.94,0.00
18,cpython_3.13,rpi5,off,codec-encode,60.000,1315014,21916.9,45.24,1.02,45.46,46.17,48.09,42.96,143.43,0.00
19,cpython_3.13,rpi5,off,codec-encode,60.000,1300153,21669.2,45.76,0.98,46.06,46.63,48.11,43.41,117.76,0.00
20,cpython_3.13,rpi5,off,codec-encode,60.000,1296836,21613.9,45.88,0.97,46.17,46.74,48.67,43.57,113.15,0.00
21,cpython_3.13,rpi5,off,codec-encode,60.000,1322650,22044.2,44.98,0.95,45.22,45.93,47.50,42.87,118.74,0.00
22,cpython_3.13,rpi5,off,codec-encode,60.000,1299423,21657.0,45.79,1.01,45.91,46.80,48.50,43.41,126.67,0.00
23,cpython_3.13,rpi5,off,codec-encode,60.000,1314269,21904.5,45.27,0.95,45.50,46.19,47.96,43.37,117.54,0.00
24,cpython_3.13,rpi5,off,codec-encode,60.000,1321720,22028.7,45.00,0.99,45.22,45.96,47.63,42.81,126.48,0.00
25,cpython_3.13,rpi5,off,codec-encode,60.000,1313264,21887.7,45.31,1.00,45.57,46.22,48.07,43.00,117.35,0.00
26,cpython_3.13,rpi5,off,codec-encode,60.000,1296487,21608.1,45.90,1.05,46.19,46.94,48.69,43.63,160.83,0.00
27,cpython_3.13,rpi5,off,codec-encode,60.000,1318283,21971.4,45.13,0.98,45.33,46.07,47.80,43.02,114.74,0.00
28,cpython_3.13,rpi5,off,codec-encode,60.000,1319287,21988.1,45.10,0.92,45.30,45.96,47.33,43.00,114.07,0.00
29,cpython_3.13,rpi5,off,codec-encode,60.000,1325488,22091.5,44.88,0.96,45.09,45.83,47.50,42.83,115.39,0.00
30,cpython_3.13,rpi5,off,codec-encode,60.000,1303152,21719.2,45.65,0.98,45.96,46.56,48.56,43.76,126.87,0.00
1,pypy_3.11,laptop,off,tx,60.000,4557823,75963.7,12.98,13.88,11.95,15.36,20.29,11.44,9145.59,0.00
2,pypy_3.11,laptop,off,tx,60.000,4586579,76442.9,12.89,13.18,12.04,13.93,19.56,11.56,8412.83,0.00
3,pypy_3.11,laptop,off,tx,60.000,4613521,76892.0,12.81,13.13,11.91,14.02,20.15,11.41,8150.82,0.00
4,pypy_3.11,laptop,off,tx,60.000,4651459,77524.3,12.71,14.82,11.82,14.63,19.30,11.38,11995.21,0.00
5,pypy_3.11,laptop,off,tx,60.000,4588750,76479.1,12.88,13.01,11.99,14.35,20.82,11.50,8420.76,0.00
6,pypy_3.11,laptop,off,tx,60.000,4563697,76061.6,12.98,20.26,12.06,14.63,19.99,11.54,12277.56,0.00
7,pypy_3.11,laptop,off,tx,60.000,4566974,76116.2,12.96,12.89,12.09,14.75,19.14,11.61,8301.18,0.00
8,pypy_3.11,laptop,off,tx,60.000,4631837,77197.3,12.78,18.99,11.84,14.99,19.28,11.33,12938.36,0.00
9,pypy_3.11,laptop,off,tx,60.000,4632927,77215.4,12.77,12.69,11.93,13.87,19.25,11.43,8029.64,0.00
10,pypy_3.11,laptop,off,tx,60.000,4635009,77250.1,12.75,13.38,11.92,13.60,19.23,11.47,8894.79,0.00
11,pypy_3.11,laptop,off,tx,60.000,4567015,76116.9,12.96,12.88,11.99,15.33,19.30,11.48,8298.85,0.00
12,pypy_3.11,laptop,off,tx,60.000,4628816,77146.7,12.78,12.99,11.95,14.20,19.52,11.45,8962.08,0.00
13,pypy_3.11,laptop,off,tx,60.000,4612410,76873.5,12.80,12.64,11.86,15.10,19.91,11.32,8349.85,0.00
14,pypy_3.11,laptop,off,tx,60.000,4638305,77305.0,12.76,12.71,11.92,14.07,18.91,11.44,8324.68,0.00
15,pypy_3.11,laptop,off,tx,60.000,4563937,76065.6,12.96,12.76,12.13,13.75,19.64,11.65,8160.24,0.00
16,pypy_3.11,laptop,off,tx,60.000,4601587,76693.1,12.86,14.19,12.02,13.84,19.54,11.55,11969.55,0.00
17,pypy_3.11,laptop,off,tx,60.000,4607310,76788.4,12.85,17.40,11.87,14.11,20.26,11.38,11075.32,0.00
18,pypy_3.11,laptop,off,tx,60.000,4626710,77111.8,12.79,13.31,11.84,15.09,19.10,11.31,9008.25,0.00
19,pypy_3.11,laptop,off,tx,60.000,4546939,75782.3,13.00,12.92,12.05,15.25,20.57,11.57,8109.22,0.00
20,pypy_3.11,laptop,off,tx,60.000,4585211,76420.2,12.90,16.89,11.99,14.72,20.64,11.47,12097.07,0.00
21,pypy_3.11,laptop,off,tx,60.000,4504303,75071.4,13.13,15.89,12.10,15.53,20.07,11.60,11563.91,0.00
22,pypy_3.11,laptop,off,tx,60.000,4490715,74845.2,13.18,15.09,12.16,15.50,21.39,11.64,13249.66,0.00
23,pypy_3.11,laptop,off,tx,60.000,4654462,77574.3,12.71,13.49,11.84,13.64,19.68,11.34,9100.49,0.00
24,pypy_3.11,laptop,off,tx,60.000,4576903,76281.7,12.93,17.07,11.99,14.79,19.92,11.47,12110.71,0.00
25,pypy_3.11,laptop,off,tx,60.000,4588410,76473.5,12.88,15.70,11.96,14.57,19.69,11.46,11936.34,0.00
26,pypy_3.11,laptop,off,tx,60.000,4659517,77658.6,12.67,12.50,11.87,13.39,19.63,11.36,8121.04,0.00
27,pypy_3.11,laptop,off,tx,60.000,4583479,76391.3,12.90,13.25,12.04,14.67,19.63,11.54,8856.60,0.00
28,pypy_3.11,laptop,off,tx,60.000,4643781,77396.3,12.74,12.74,11.91,13.63,19.60,11.46,8378.24,0.00
29,pypy_3.11,laptop,off,tx,60.000,4622322,77038.7,12.78,13.41,11.91,14.43,19.40,11.40,8907.48,0.00
30,pypy_3.11,laptop,off,tx,60.000,4545934,75765.5,13.02,12.76,12.11,15.10,19.94,11.63,8343.75,0.00
1,pypy_3.11,laptop,off,codec-encode,60.000,6144314,102405.2,9.60,7.75,9.35,9.94,14.89,8.95,12406.24,0.00
2,pypy_3.11,laptop,off,codec-encode,60.000,5958025,99300.4,9.91,7.89,9.64,10.31,15.29,9.17,12157.24,0.00
3,pypy_3.11,laptop,off,codec-encode,60.000,5952448,99207.4,9.92,7.66,9.68,10.30,15.34,9.32,12881.85,0.00
4,pypy_3.11,laptop,off,codec-encode,60.000,6004856,100080.9,9.84,8.54,9.60,10.16,15.16,9.18,12553.32,0.00
5,pypy_3.11,laptop,off,codec-encode,60.000,6083805,101396.7,9.70,8.28,9.48,10.07,14.99,9.06,12744.61,0.00
6,pypy_3.11,laptop,off,codec-encode,60.000,5967968,99466.1,9.89,7.80,9.64,10.31,15.28,9.21,12497.07,0.00
7,pypy_3.11,laptop,off,codec-encode,60.000,6037693,100628.2,9.79,8.45,9.53,10.16,15.19,9.20,12709.39,0.00
8,pypy_3.11,laptop,off,codec-encode,60.000,6003508,100058.4,9.84,12.66,9.60,10.22,15.21,9.22,13129.76,0.00
9,pypy_3.11,laptop,off,codec-encode,60.000,6024358,100405.9,9.80,8.15,9.55,10.21,15.17,9.18,12895.85,0.00
10,pypy_3.11,laptop,off,codec-encode,60.000,6017572,100292.8,9.82,8.53,9.59,10.18,15.12,9.22,13550.56,0.00
11,pypy_3.11,laptop,off,codec-encode,60.000,6101458,101690.9,9.67,5.55,9.44,10.02,14.97,9.08,9456.58,0.00
12,pypy_3.11,laptop,off,codec-encode,60.000,6153085,102551.4,9.59,5.43,9.34,10.04,15.15,8.95,9348.13,0.00
13,pypy_3.11,laptop,off,codec-encode,60.000,5974390,99573.1,9.88,5.70,9.64,10.21,15.19,9.27,9491.45,0.00
14,pypy_3.11,laptop,off,codec-encode,60.000,6072066,101201.1,9.72,5.06,9.48,10.13,15.11,9.04,8051.66,0.00
15,pypy_3.11,laptop,off,codec-encode,60.000,5999976,99999.6,9.84,6.57,9.60,10.22,15.22,9.29,12757.86,0.00
16,pypy_3.11,laptop,off,codec-encode,60.000,6068361,101139.3,9.73,13.62,9.48,10.09,15.08,9.10,12804.60,0.00
17,pypy_3.11,laptop,off,codec-encode,60.000,6019718,100328.6,9.82,9.99,9.57,10.22,15.26,9.16,12843.41,0.00
18,pypy_3.11,laptop,off,codec-encode,60.000,5938980,98983.0,9.94,8.13,9.65,10.29,15.31,9.17,12942.17,0.00
19,pypy_3.11,laptop,off,codec-encode,60.000,6058031,100967.2,9.75,8.35,9.52,10.08,15.04,9.09,12871.89,0.00
20,pypy_3.11,laptop,off,codec-encode,60.000,6097645,101627.4,9.69,13.82,9.42,10.06,15.14,9.03,13296.56,0.00
21,pypy_3.11,laptop,off,codec-encode,60.000,5998460,99974.3,9.84,7.82,9.58,10.21,15.19,9.22,12864.76,0.00
22,pypy_3.11,laptop,off,codec-encode,60.000,6045338,100755.6,9.76,7.66,9.51,10.13,15.16,9.16,12839.85,0.00
23,pypy_3.11,laptop,off,codec-encode,60.000,5950927,99182.1,9.92,7.74,9.69,10.31,15.29,9.30,12930.86,0.00
24,pypy_3.11,laptop,off,codec-encode,60.000,5955871,99264.5,9.91,7.90,9.65,10.24,15.26,9.29,12568.58,0.00
25,pypy_3.11,laptop,off,codec-encode,60.000,6027518,100458.6,9.79,7.57,9.57,10.21,15.13,9.18,12341.23,0.00
26,pypy_3.11,laptop,off,codec-encode,60.000,6155832,102597.2,9.59,8.39,9.31,10.08,15.13,8.93,12986.91,0.00
27,pypy_3.11,laptop,off,codec-encode,60.000,6033510,100558.5,9.79,10.24,9.50,10.25,15.06,9.10,12783.79,0.00
28,pypy_3.11,laptop,off,codec-encode,60.000,5969650,99494.1,9.89,5.57,9.62,10.34,15.26,9.27,9263.97,0.00
29,pypy_3.11,laptop,off,codec-encode,60.000,6005966,100099.4,9.82,5.56,9.55,10.36,15.21,9.17,9302.28,0.00
30,pypy_3.11,laptop,off,codec-encode,60.000,6050932,100848.8,9.76,8.37,9.48,10.27,15.26,9.02,12887.03,0.00
1,cpython_3.13,laptop,off,tx,60.000,804867,13414.4,73.80,2.87,73.95,75.95,79.25,67.89,481.22,0.00
2,cpython_3.13,laptop,off,tx,60.000,818983,13649.7,72.64,3.93,72.32,75.58,78.85,67.23,705.99,0.00
3,cpython_3.13,laptop,off,tx,60.000,813242,13554.0,73.16,3.92,72.97,76.31,79.13,67.85,800.48,0.00
4,cpython_3.13,laptop,off,tx,60.000,826113,13768.5,72.04,3.51,71.96,74.86,77.89,67.67,522.21,0.00
5,cpython_3.13,laptop,off,tx,60.000,819899,13665.0,72.60,4.23,72.49,75.40,78.81,67.55,1742.64,0.00
6,cpython_3.13,laptop,off,tx,60.000,823229,13720.5,72.30,7.99,72.02,74.83,77.20,67.81,655.61,0.00
7,cpython_3.13,laptop,off,tx,60.000,819497,13658.3,72.59,3.22,72.30,75.28,78.63,67.77,545.92,0.00
8,cpython_3.13,laptop,off,tx,60.000,821800,13696.7,72.41,4.13,72.22,75.20,78.93,67.66,579.87,0.00
9,cpython_3.13,laptop,off,tx,60.000,819010,13650.2,72.66,7.53,72.36,75.49,78.05,67.43,623.02,0.00
10,cpython_3.13,laptop,off,tx,60.000,818186,13636.4,72.77,7.96,72.41,75.39,78.19,68.02,836.07,0.00
11,cpython_3.13,laptop,off,tx,60.000,814209,13570.1,73.03,5.13,72.56,75.64,79.31,67.39,753.70,0.00
12,cpython_3.13,laptop,off,tx,60.000,800372,13339.5,74.19,9.00,74.01,76.05,79.56,67.45,641.22,0.00
13,cpython_3.13,laptop,off,tx,60.000,819251,13654.2,72.61,3.25,72.35,75.70,77.78,67.19,505.88,0.00
14,cpython_3.13,laptop,off,tx,60.000,828088,13801.5,71.85,4.50,71.61,74.75,78.13,66.71,1045.45,0.00
15,cpython_3.13,laptop,off,tx,60.000,833153,13885.9,71.44,3.91,71.39,73.88,77.05,66.92,966.40,0.00
16,cpython_3.13,laptop,off,tx,60.000,821443,13690.7,72.46,3.69,72.34,75.37,78.15,67.70,614.43,0.00
17,cpython_3.13,laptop,off,tx,60.000,820884,13681.4,72.46,3.18,72.21,75.41,77.69,67.65,945.58,0.00
18,cpython_3.13,laptop,off,tx,60.000,825144,13752.4,72.15,3.32,72.13,74.21,76.83,67.66,804.84,0.00
19,cpython_3.13,laptop,off,tx,60.000,802668,13377.8,74.01,3.82,73.94,76.33,80.07,67.89,748.14,0.00
20,cpython_3.13,laptop,off,tx,60.000,822267,13704.4,72.33,6.26,71.99,75.11,78.21,67.46,667.85,0.00
21,cpython_3.13,laptop,off,tx,60.000,833825,13897.1,71.40,3.80,71.38,74.06,76.47,66.80,876.94,0.00
22,cpython_3.13,laptop,off,tx,60.000,809124,13485.4,73.53,6.70,73.15,76.30,79.27,68.48,847.15,0.00
23,cpython_3.13,laptop,off,tx,60.000,812946,13549.1,73.19,5.23,72.73,75.84,79.64,68.30,931.19,0.00
24,cpython_3.13,laptop,off,tx,60.000,832059,13867.6,71.52,4.44,71.34,74.36,77.31,66.61,2911.76,0.00
25,cpython_3.13,laptop,off,tx,60.000,815727,13595.4,72.88,3.39,72.58,75.67,79.67,67.63,780.86,0.00
26,cpython_3.13,laptop,off,tx,60.000,821654,13694.2,72.42,3.51,72.21,75.40,77.95,67.38,827.89,0.00
27,cpython_3.13,laptop,off,tx,60.000,807920,13465.3,73.69,3.04,73.59,75.96,78.27,69.65,739.60,0.00
28,cpython_3.13,laptop,off,tx,60.000,804090,13401.5,73.95,6.52,73.42,76.27,80.60,68.64,627.49,0.00
29,cpython_3.13,laptop,off,tx,60.000,823431,13723.8,72.26,3.50,72.04,75.29,78.57,67.48,507.53,0.00
30,cpython_3.13,laptop,off,tx,60.000,821404,13690.1,72.47,5.45,72.22,75.20,78.26,68.19,1188.88,0.00
1,cpython_3.13,laptop,off,codec-encode,60.000,1572859,26214.3,37.81,2.16,37.89,39.02,41.40,34.55,293.56,0.00
2,cpython_3.13,laptop,off,codec-encode,60.000,1586277,26437.9,37.49,1.47,37.63,38.69,39.70,34.12,112.34,0.00
3,cpython_3.13,laptop,off,codec-encode,60.000,1569512,26158.5,37.86,4.14,37.96,39.03,40.20,34.29,556.38,0.00
4,cpython_3.13,laptop,off,codec-encode,60.000,1575625,26260.4,37.70,1.15,37.86,38.88,39.89,34.59,128.05,0.00
5,cpython_3.13,laptop,off,codec-encode,60.000,1599640,26660.7,37.15,4.84,37.28,38.31,39.47,33.60,575.83,0.00
6,cpython_3.13,laptop,off,codec-encode,60.000,1598410,26640.2,37.19,1.36,37.43,38.50,39.43,33.70,136.00,0.00
7,cpython_3.13,laptop,off,codec-encode,60.000,1583963,26399.4,37.55,4.41,37.58,38.68,39.66,34.19,478.41,0.00
8,cpython_3.13,laptop,off,codec-encode,60.000,1591708,26528.5,37.34,1.37,37.58,38.63,39.70,33.89,110.57,0.00
9,cpython_3.13,laptop,off,codec-encode,60.000,1585327,26422.1,37.51,3.98,37.57,38.61,39.91,34.39,520.09,0.00
10,cpython_3.13,laptop,off,codec-encode,60.000,1583119,26385.3,37.53,1.26,37.80,38.81,39.95,34.33,244.95,0.00
11,cpython_3.13,laptop,off,codec-encode,60.000,1582046,26367.4,37.58,1.02,37.74,38.75,39.85,34.48,105.61,0.00
12,cpython_3.13,laptop,off,codec-encode,60.000,1598624,26643.7,37.21,1.05,37.30,38.41,39.62,33.81,90.02,0.00
13,cpython_3.13,laptop,off,codec-encode,60.000,1568060,26134.3,37.92,1.76,38.14,39.17,40.37,34.59,221.43,0.00
14,cpython_3.13,laptop,off,codec-encode,60.000,1577173,26286.2,37.69,1.26,37.96,39.14,40.24,34.26,97.67,0.00
15,cpython_3.13,laptop,off,codec-encode,60.000,1563949,26065.8,38.02,1.10,38.13,39.37,40.29,34.51,101.57,0.00
16,cpython_3.13,laptop,off,codec-encode,60.000,1588141,26469.0,37.43,1.23,37.70,38.80,39.86,34.04,102.07,0.00
17,cpython_3.13,laptop,off,codec-encode,60.000,1581816,26363.6,37.59,1.60,37.78,38.81,39.92,34.33,198.39,0.00
18,cpython_3.13,laptop,off,codec-encode,60.000,1601474,26691.2,37.12,1.29,37.40,38.43,39.67,33.52,93.55,0.00
19,cpython_3.13,laptop,off,codec-encode,60.000,1594022,26567.0,37.29,1.13,37.42,38.50,39.52,34.22,120.75,0.00
20,cpython_3.13,laptop,off,codec-encode,60.000,1613319,26888.6,36.85,1.42,37.20,38.24,39.18,33.27,98.15,0.00
21,cpython_3.13,laptop,off,codec-encode,60.000,1559812,25996.9,38.13,1.05,38.26,39.45,40.55,34.56,89.75,0.00
22,cpython_3.13,laptop,off,codec-encode,60.000,1631182,27186.4,36.45,1.38,36.69,37.80,38.76,32.83,110.61,0.00
23,cpython_3.13,laptop,off,codec-encode,60.000,1596973,26616.2,37.23,1.33,37.58,38.68,39.68,33.57,108.62,0.00
24,cpython_3.13,laptop,off,codec-encode,60.000,1592592,26543.2,37.31,1.15,37.49,38.66,39.55,33.82,91.56,0.00
25,cpython_3.13,laptop,off,codec-encode,60.000,1556760,25946.0,38.19,4.37,38.22,39.27,40.69,35.16,570.90,0.00
26,cpython_3.13,laptop,off,codec-encode,60.000,1587068,26451.1,37.46,1.25,37.69,38.87,39.99,33.79,90.10,0.00
27,cpython_3.13,laptop,off,codec-encode,60.000,1593820,26563.7,37.29,1.31,37.55,38.52,39.75,33.90,92.99,0.00
28,cpython_3.13,laptop,off,codec-encode,60.000,1590055,26500.9,37.38,3.87,37.45,38.54,40.05,34.27,3003.20,0.00
29,cpython_3.13,laptop,off,codec-encode,60.000,1601499,26691.6,37.12,1.27,37.38,38.38,39.57,33.73,292.61,0.00
30,cpython_3.13,laptop,off,codec-encode,60.000,1585715,26428.6,37.48,4.15,37.51,38.58,39.63,34.39,539.12,0.00
1,cpython_3.13,laptop,on,tx,60.000,68486,1141.4,875.34,35.00,874.50,923.45,947.47,741.61,1792.69,0.00
2,cpython_3.13,laptop,on,tx,60.000,69937,1165.6,857.24,48.80,855.03,903.35,930.35,735.99,2237.30,0.00
3,cpython_3.13,laptop,on,tx,60.000,69032,1150.5,868.47,30.87,868.37,914.84,935.82,732.40,1928.76,0.00
4,cpython_3.13,laptop,on,tx,60.001,71455,1190.9,839.04,28.63,838.94,883.97,904.22,722.05,1520.00,0.00
5,cpython_3.13,laptop,on,tx,60.000,70686,1178.1,848.08,31.77,847.43,898.97,922.58,728.14,1669.79,0.00
6,cpython_3.13,laptop,on,tx,60.000,71987,1199.8,832.82,30.25,832.62,877.53,898.09,713.76,1761.58,0.00
7,cpython_3.13,laptop,on,tx,60.000,69148,1152.5,867.00,31.78,866.37,916.59,941.01,738.34,1374.10,0.00
8,cpython_3.13,laptop,on,tx,60.000,71416,1190.3,839.43,35.59,838.77,885.34,906.42,716.81,1901.46,0.00
9,cpython_3.13,laptop,on,tx,60.001,70452,1174.2,850.98,30.98,850.73,898.85,920.44,730.11,2058.40,0.00
10,cpython_3.13,laptop,on,tx,60.001,71124,1185.4,842.92,34.24,842.32,887.79,909.23,716.60,1763.40,0.00
11,cpython_3.13,laptop,on,tx,60.000,69761,1162.7,859.39,41.75,857.70,906.25,932.03,735.18,2145.79,0.00
12,cpython_3.13,laptop,on,tx,60.000,70926,1182.1,845.22,37.83,844.36,891.26,914.81,724.48,2653.79,0.00
13,cpython_3.13,laptop,on,tx,60.001,70872,1181.2,845.90,53.90,843.09,890.43,917.95,717.39,2886.81,0.00
14,cpython_3.13,laptop,on,tx,60.001,71185,1186.4,842.18,50.47,839.79,886.53,913.45,723.52,2208.03,0.00
15,cpython_3.13,laptop,on,tx,60.000,69115,1151.9,867.39,49.67,865.21,913.25,940.22,738.94,2209.91,0.00
16,cpython_3.13,laptop,on,tx,60.000,71130,1185.5,842.82,44.70,841.06,889.50,915.42,719.71,2273.02,0.00
17,cpython_3.13,laptop,on,tx,60.000,71176,1186.3,842.30,29.75,842.03,888.00,908.89,725.23,1787.62,0.00
18,cpython_3.13,laptop,on,tx,60.001,70763,1179.4,847.17,42.98,845.37,893.14,922.59,726.54,2199.80,0.00
19,cpython_3.13,laptop,on,tx,60.001,70284,1171.4,852.98,48.21,850.96,897.79,922.95,731.76,2221.32,0.00
20,cpython_3.13,laptop,on,tx,60.000,70922,1182.0,845.28,31.47,845.02,892.11,913.70,716.17,2081.29,0.00
21,cpython_3.13,laptop,on,tx,60.001,70223,1170.4,853.74,33.38,852.78,905.57,931.30,727.10,1772.11,0.00
22,cpython_3.13,laptop,on,tx,60.000,71053,1184.2,843.75,30.66,843.72,889.18,908.99,718.40,2272.65,0.00
23,cpython_3.13,laptop,on,tx,60.000,71789,1196.5,835.14,42.52,833.42,880.56,905.70,716.35,2063.99,0.00
24,cpython_3.13,laptop,on,tx,60.001,70234,1170.6,853.57,47.05,851.21,902.75,933.02,731.47,2103.35,0.00
25,cpython_3.13,laptop,on,tx,60.000,69428,1157.1,863.49,41.08,861.51,916.05,945.82,729.93,1883.71,0.00
26,cpython_3.13,laptop,on,tx,60.000,69045,1150.7,868.24,57.40,864.14,914.42,964.87,728.74,2809.99,0.00
27,cpython_3.13,laptop,on,tx,60.001,71538,1192.3,838.03,44.46,836.04,884.10,910.93,713.04,1890.48,0.00
28,cpython_3.13,laptop,on,tx,60.001,70301,1171.7,852.78,48.08,850.21,901.37,930.80,719.04,2083.63,0.00
