run_id,implementation,platform,security,benchmark,duration_s,total_cams,throughput_cams_s,latency_mean_us,latency_std_us,latency_p50_us,latency_p95_us,latency_p99_us,latency_min_us,latency_max_us,sign_latency_mean_us
27,pypy_3.11,rpi5,off,rx,60.000,1000595,16676.6,19.05,55.91,17.89,21.24,29.68,15.65,15861.05,0.00
28,pypy_3.11,rpi5,off,rx,60.000,946628,15777.1,21.78,50.24,20.43,26.56,35.59,17.05,14411.87,0.00
29,pypy_3.11,rpi5,off,rx,60.000,964738,16078.9,20.02,53.98,18.61,22.44,33.12,16.26,15460.33,0.00
30,pypy_3.11,rpi5,off,rx,60.000,970471,16174.5,21.50,56.52,18.98,32.05,39.65,16.39,15445.59,0.00
1,cpython_3.13,laptop,on,rx,60.014,11441,190.6,5236.45,57.62,5233.00,5318.71,5378.08,5074.21,6347.08,0.00
2,cpython_3.13,laptop,on,rx,60.007,11265,187.7,5317.97,61.77,5314.70,5401.28,5459.84,5149.27,7060.17,0.00
3,cpython_3.13,laptop,on,rx,60.006,10971,182.8,5460.46,184.40,5448.72,5536.86,5771.48,5222.33,11205.92,0.00
4,cpython_3.13,laptop,on,rx,60.008,11492,191.5,5212.79,75.53,5206.13,5295.82,5373.59,5054.45,6723.50,0.00
5,cpython_3.13,laptop,on,rx,60.007,11358,189.3,5274.58,193.68,5252.48,5366.92,5698.55,5067.31,8640.84,0.00
6,cpython_3.13,laptop,on,rx,60.008,11465,191.1,5225.02,210.07,5204.88,5292.73,5612.26,5048.66,9628.72,0.00
7,cpython_3.13,laptop,on,rx,60.007,11347,189.1,5279.85,202.90,5259.96,5353.28,5634.22,5089.21,8789.33,0.00
8,cpython_3.13,laptop,on,rx,60.005,11352,189.2,5277.17,89.11,5270.30,5360.28,5469.35,5105.11,8742.34,0.00
9,cpython_3.13,laptop,on,rx,60.007,11043,184.0,5425.19,62.00,5422.51,5513.92,5558.73,5247.52,7354.06,0.00
10,cpython_3.13,laptop,on,rx,60.006,11431,190.5,5240.76,64.94,5235.45,5325.76,5435.97,5061.67,7256.72,0.00
11,cpython_3.13,laptop,on,rx,60.006,11122,185.3,5386.41,72.40,5384.92,5467.72,5517.15,5202.12,7278.22,0.00
12,cpython_3.13,laptop,on,rx,60.008,11273,187.9,5314.01,58.59,5311.23,5395.54,5443.91,5153.31,7463.50,0.00
13,cpython_3.13,laptop,on,rx,60.010,10994,183.2,5449.37,88.52,5438.16,5548.68,5760.11,5252.70,6594.37,0.00
14,cpython_3.13,laptop,on,rx,60.010,11349,189.1,5278.51,69.97,5274.34,5357.80,5414.48,5108.00,7358.49,0.00
15,cpython_3.13,laptop,on,rx,60.015,11567,192.7,5178.97,57.22,5175.50,5259.25,5310.64,5010.48,6317.50,0.00
16,cpython_3.13,laptop,on,rx,60.006,11474,191.2,5220.53,64.12,5216.65,5300.41,5359.50,5060.57,6568.98,0.00
17,cpython_3.13,laptop,on,rx,60.009,11432,190.5,5239.68,64.44,5235.37,5321.60,5388.46,5052.02,7272.23,0.00
18,cpython_3.13,laptop,on,rx,60.009,11323,188.7,5291.03,193.61,5273.64,5364.60,5549.92,5120.99,8865.33,0.00
19,cpython_3.13,laptop,on,rx,60.005,11204,186.7,5346.29,71.62,5339.61,5439.73,5549.99,5172.89,7375.64,0.00
20,cpython_3.13,laptop,on,rx,60.008,11352,189.2,5277.28,54.67,5274.27,5358.22,5411.54,5111.91,6998.43,0.00
21,cpython_3.13,laptop,on,rx,60.009,11383,189.7,5262.85,60.31,5259.00,5345.36,5418.59,5112.94,7529.05,0.00
22,cpython_3.13,laptop,on,rx,60.007,11363,189.4,5272.20,194.59,5255.16,5346.10,5468.17,5100.62,8650.51,0.00
23,cpython_3.13,laptop,on,rx,60.007,11244,187.4,5327.85,201.36,5310.77,5396.57,5485.03,5135.65,8738.95,0.00
24,cpython_3.13,laptop,on,rx,60.007,11140,185.6,5377.86,64.55,5376.78,5461.18,5503.45,5181.55,6586.01,0.00
25,cpython_3.13,laptop,on,rx,60.010,11385,189.7,5262.48,188.86,5246.33,5340.75,5449.66,5054.40,8687.14,0.00
26,cpython_3.13,laptop,on,rx,60.009,11121,185.3,5387.19,81.13,5385.17,5468.25,5523.51,5194.69,9041.72,0.00
27,cpython_3.13,laptop,on,rx,60.006,11551,192.5,5186.03,52.31,5183.61,5266.11,5318.57,5030.71,6241.96,0.00
28,cpython_3.13,laptop,on,rx,60.009,11416,190.2,5246.93,201.78,5225.54,5324.69,5785.16,5073.91,9042.20,0.00
29,cpython_3.13,laptop,on,rx,60.007,11252,187.5,5324.07,186.80,5306.60,5398.25,5604.47,5136.41,8673.00,0.00
30,cpython_3.13,laptop,on,rx,60.008,11281,188.0,5309.61,215.40,5289.04,5385.22,5638.25,5138.30,9300.03,0.00
1,pypy_3.11,laptop,on,rx,60.003,11939,199.0,5010.50,668.25,4946.81,5254.92,5578.67,4656.25,31258.32,0.00
2,pypy_3.11,laptop,on,rx,60.002,11906,198.4,5024.71,736.54,4964.16,5256.75,5425.62,4701.78,31038.13,0.00
3,pypy_3.11,laptop,on,rx,60.003,11906,198.4,5024.47,671.10,4949.35,5274.98,6453.64,4679.37,30702.45,0.00
4,pypy_3.11,laptop,on,rx,60.006,11909,198.5,5023.34,762.68,4950.54,5277.88,6067.35,4684.17,31172.09,0.00
5,pypy_3.11,laptop,on,rx,60.001,11917,198.6,5019.39,737.89,4953.72,5281.57,5541.73,4697.85,30859.89,0.00
6,pypy_3.11,laptop,on,rx,60.000,11515,191.9,5194.85,811.11,5124.01,5447.20,5642.85,4814.69,33087.55,0.00
7,pypy_3.11,laptop,on,rx,60.002,11897,198.3,5028.08,759.38,4952.12,5266.37,6610.59,4698.12,31009.15,0.00
8,pypy_3.11,laptop,on,rx,60.000,11494,191.6,5204.78,734.92,5134.05,5478.36,5674.26,4815.19,31424.46,0.00
9,pypy_3.11,laptop,on,rx,60.002,11977,199.6,4994.39,692.45,4928.77,5252.04,5430.11,4667.11,31076.47,0.00
10,pypy_3.11,laptop,on,rx,60.004,11964,199.4,5000.02,693.76,4937.67,5250.17,5510.35,4663.60,30790.25,0.00
11,pypy_3.11,laptop,on,rx,60.005,11972,199.5,4997.54,657.04,4924.53,5262.84,5531.19,4670.78,31373.31,0.00
12,pypy_3.11,laptop,on,rx,60.002,11965,199.4,4999.58,750.93,4927.11,5243.14,6126.55,4681.38,31522.39,0.00
13,pypy_3.11,laptop,on,rx,60.002,12016,200.3,4977.77,712.42,4906.82,5216.67,6123.62,4660.59,31265.38,0.00
14,pypy_3.11,laptop,on,rx,60.003,12015,200.2,4978.86,756.33,4906.95,5236.10,5640.95,4617.40,31549.91,0.00
15,pypy_3.11,laptop,on,rx,60.007,11895,198.2,5028.60,705.05,4955.35,5280.83,6261.20,4685.50,31327.09,0.00
16,pypy_3.11,laptop,on,rx,60.005,11991,199.8,4988.20,684.87,4924.48,5245.06,5497.71,4664.79,31202.51,0.00
17,pypy_3.11,laptop,on,rx,60.003,11966,199.4,4999.71,688.57,4929.78,5232.59,6299.91,4665.62,31215.42,0.00
18,pypy_3.11,laptop,on,rx,60.003,11938,199.0,5011.57,688.00,4936.55,5270.84,6474.89,4641.10,27176.59,0.00
19,pypy_3.11,laptop,on,rx,60.002,11936,198.9,5011.34,717.53,4948.42,5269.31,5447.29,4657.94,31758.56,0.00
20,pypy_3.11,laptop,on,rx,60.001,11975,199.6,4995.03,700.93,4932.89,5231.72,5403.72,4686.42,30978.10,0.00
21,pypy_3.11,laptop,on,rx,60.001,11846,197.4,5049.24,692.62,4979.43,5288.98,6149.00,4695.46,27332.51,0.00
22,pypy_3.11,laptop,on,rx,60.002,11852,197.5,5046.75,851.74,4949.00,5264.35,7480.06,4681.40,31388.42,0.00
23,pypy_3.11,laptop,on,rx,60.005,11946,199.1,5007.24,744.18,4945.53,5203.11,5405.32,4688.99,31261.22,0.00
24,pypy_3.11,laptop,on,rx,60.005,11757,195.9,5087.39,761.59,5007.88,5404.90,5922.93,4678.24,30958.06,0.00
25,pypy_3.11,laptop,on,rx,60.004,11880,198.0,5034.96,750.30,4963.86,5243.27,6374.81,4714.23,30997.41,0.00
26,pypy_3.11,laptop,on,rx,60.003,11805,196.7,5066.53,755.97,4999.14,5291.64,5615.26,4724.45,31416.65,0.00
27,pypy_3.11,laptop,on,rx,60.001,11956,199.3,5003.14,752.26,4937.85,5231.85,5415.13,4679.24,31000.71,0.00
28,pypy_3.11,laptop,on,rx,60.006,11492,191.5,5205.72,811.38,5147.54,5475.04,5799.70,4707.43,31935.14,0.00
29,pypy_3.11,laptop,on,rx,60.001,11908,198.5,5022.67,737.02,4962.89,5258.27,5425.39,4664.47,31792.51,0.00
30,pypy_3.11,laptop,on,rx,60.005,11446,190.8,5226.16,776.68,5158.13,5490.09,5683.90,4824.33,31602.38,0.00
1,pypy_3.11,rpi5,on,rx,60.001,6634,110.6,9007.80,1202.76,8932.26,9049.81,9202.06,8671.72,49046.48,0.00
2,pypy_3.11,rpi5,on,rx,60.001,6622,110.4,9023.61,1256.74,8948.17,9064.75,9223.03,8739.77,49256.17,0.00
3,pypy_3.11,rpi5,on,rx,60.007,6596,109.9,9063.25,1233.03,8991.35,9104.73,9179.46,8767.42,48541.16,0.00
4,pypy_3.11,rpi5,on,rx,60.000,6563,109.4,9104.69,1252.72,9030.70,9140.63,9213.47,8811.98,48437.96,0.00
5,pypy_3.11,rpi5,on,rx,60.007,6606,110.1,9048.67,1251.95,8974.21,9086.91,9169.25,8755.65,49115.00,0.00
6,pypy_3.11,rpi5,on,rx,60.004,6587,109.8,9074.03,1274.32,8999.26,9105.85,9183.46,8777.42,49426.63,0.00
7,pypy_3.11,rpi5,on,rx,60.001,6606,110.1,9046.81,1259.05,8973.08,9085.34,9155.97,8776.94,49421.94,0.00
8,pypy_3.11,rpi5,on,rx,60.002,6598,110.0,9058.06,1269.12,8982.03,9096.45,9171.37,8775.57,49158.79,0.00
9,pypy_3.11,rpi5,on,rx,60.009,6590,109.8,9070.08,1231.05,8995.79,9104.24,9171.41,8786.80,49702.04,0.00
10,pypy_3.11,rpi5,on,rx,60.006,6614,110.2,9036.58,1208.73,8964.49,9072.63,9148.22,8751.66,48601.92,0.00
11,pypy_3.11,rpi5,on,rx,60.000,6601,110.0,9053.05,1285.32,8977.60,9094.78,9170.47,8773.26,49317.51,0.00
12,pypy_3.11,rpi5,on,rx,60.001,6606,110.1,9047.83,1308.16,8972.68,9086.48,9168.17,8727.80,48455.11,0.00
13,pypy_3.11,rpi5,on,rx,60.005,6612,110.2,9038.77,1225.08,8963.29,9070.71,9156.71,8729.45,48807.59,0.00
14,pypy_3.11,rpi5,on,rx,60.003,6642,110.7,8996.56,1262.44,8922.03,9041.34,9222.73,8685.91,48226.84,0.00
15,pypy_3.11,rpi5,on,rx,60.005,6605,110.1,9045.52,1219.80,8972.45,9087.48,9158.38,8742.11,49503.84,0.00
16,pypy_3.11,rpi5,on,rx,60.006,6612,110.2,9039.55,1196.23,8964.37,9075.77,9150.55,8769.59,40348.49,0.00
17,pypy_3.11,rpi5,on,rx,60.002,6602,110.0,9050.17,1261.67,8977.45,9092.55,9163.69,8773.78,49304.88,0.00
18,pypy_3.11,rpi5,on,rx,60.005,6642,110.7,8997.07,1168.72,8922.20,9036.95,9115.76,8727.93,49653.32,0.00
19,pypy_3.11,rpi5,on,rx,60.007,6638,110.6,9003.66,1262.42,8930.20,9048.08,9136.92,8736.72,48118.50,0.00
20,pypy_3.11,rpi5,on,rx,60.001,6657,110.9,8978.09,1235.33,8905.00,9014.52,9090.65,8728.13,48956.61,0.00
21,pypy_3.11,rpi5,on,rx,60.004,6646,110.8,8993.61,1265.36,8920.44,9043.48,9148.46,8702.35,48963.18,0.00
22,pypy_3.11,rpi5,on,rx,60.004,6605,110.1,9047.73,1195.83,8972.28,9089.38,9241.81,8768.94,48091.72,0.00
23,pypy_3.11,rpi5,on,rx,60.008,6576,109.6,9088.23,1220.82,9012.87,9123.02,9224.61,8798.85,49558.01,0.00
24,pypy_3.11,rpi5,on,rx,60.002,6585,109.7,9075.18,1292.24,9000.13,9112.35,9205.71,8770.20,49064.86,0.00
25,pypy_3.11,rpi5,on,rx,60.002,6629,110.5,9016.47,1233.18,8939.74,9057.75,9155.63,8746.76,49415.11,0.00
26,pypy_3.11,rpi5,on,rx,60.002,6630,110.5,9013.89,1227.47,8939.58,9062.83,9202.98,8704.30,48932.49,0.00
27,pypy_3.11,rpi5,on,rx,60.007,6616,110.3,9033.14,1259.39,8959.76,9074.52,9217.36,8754.61,47942.68,0.00
28,pypy_3.11,rpi5,on,rx,60.003,6613,110.2,9037.15,1191.45,8961.06,9072.50,9237.15,8764.76,39913.18,0.00
29,pypy_3.11,rpi5,on,rx,60.003,6614,110.2,9035.06,1202.61,8959.94,9084.73,9208.60,8709.28,47993.68,0.00
30,pypy_3.11,rpi5,on,rx,60.003,6613,110.2,9034.85,1293.48,8959.39,9074.60,9160.75,8746.94,49443.85,0.00
1,cpython_3.13,rpi5,on,rx,60.005,9468,157.8,6327.08,47.97,6325.96,6399.90,6429.27,6165.70,7234.29,0.00
2,cpython_3.13,rpi5,on,rx,60.009,9553,159.2,6271.07,43.01,6271.36,6343.55,6371.48,6088.18,6508.90,0.00
3,cpython_3.13,rpi5,on,rx,60.009,9473,157.9,6324.05,43.66,6323.98,6395.70,6427.19,6167.02,6574.33,0.00
4,cpython_3.13,rpi5,on,rx,60.005,9482,158.0,6317.72,43.68,6317.55,6390.50,6420.51,6169.45,6544.01,0.00
5,cpython_3.13,rpi5,on,rx,60.010,9594,159.9,6244.35,42.86,6243.40,6314.74,6343.86,6074.27,6553.64,0.00
6,cpython_3.13,rpi5,on,rx,60.010,9468,157.8,6327.61,43.95,6328.50,6397.53,6430.57,6146.48,6650.94,0.00
7,cpython_3.13,rpi5,on,rx,60.007,9589,159.8,6247.40,43.21,6247.54,6317.14,6344.74,6094.98,6859.41,0.00
8,cpython_3.13,rpi5,on,rx,60.005,9472,157.9,6324.33,43.09,6324.70,6394.87,6424.26,6159.25,6636.19,0.00
9,cpython_3.13,rpi5,on,rx,60.005,9574,159.6,6257.21,43.41,6257.23,6327.74,6359.06,6096.18,6578.54,0.00
10,cpython_3.13,rpi5,on,rx,60.006,9479,158.0,6319.97,42.80,6320.14,6390.56,6420.75,6159.86,6565.34,0.00
11,cpython_3.13,rpi5,on,rx,60.008,9481,158.0,6318.62,43.42,6318.16,6389.75,6420.77,6156.66,6568.95,0.00
12,cpython_3.13,rpi5,on,rx,60.001,9477,157.9,6320.94,43.40,6321.00,6391.86,6424.92,6154.01,6547.92,0.00
13,cpython_3.13,rpi5,on,rx,60.000,9425,157.1,6322.52,44.40,6322.46,6394.05,6427.34,6150.03,6840.40,0.00
14,cpython_3.13,rpi5,on,rx,60.001,9609,160.1,6234.37,43.45,6234.01,6304.37,6335.56,6068.55,6529.24,0.00
15,cpython_3.13,rpi5,on,rx,60.005,9495,158.2,6308.99,43.73,6308.37,6379.23,6410.68,6158.46,6628.65,0.00
16,cpython_3.13,rpi5,on,rx,60.005,9470,157.8,6326.26,43.79,6325.85,6397.07,6431.05,6159.87,6608.80,0.00
17,cpython_3.13,rpi5,on,rx,60.005,9561,159.3,6265.53,43.33,6265.17,6337.57,6369.32,6089.76,6599.50,0.00
18,cpython_3.13,rpi5,on,rx,60.009,9492,158.2,6311.42,43.38,6311.46,6381.12,6412.50,6123.56,6599.58,0.00
19,cpython_3.13,rpi5,on,rx,60.007,9468,157.8,6327.79,42.90,6328.02,6396.34,6426.82,6151.80,6607.80,0.00
20,cpython_3.13,rpi5,on,rx,60.007,9478,157.9,6321.34,43.81,6321.43,6392.84,6423.42,6147.30,6617.54,0.00
21,cpython_3.13,rpi5,on,rx,60.005,9467,157.8,6328.28,43.27,6328.68,6397.98,6431.98,6164.30,6711.93,0.00
22,cpython_3.13,rpi5,on,rx,60.010,9591,159.8,6247.24,43.15,6247.30,6317.28,6349.39,6082.17,6537.38,0.00
23,cpython_3.13,rpi5,on,rx,60.003,9479,158.0,6319.86,43.17,6319.72,6391.30,6423.95,6147.63,6648.39,0.00
24,cpython_3.13,rpi5,on,rx,60.006,9484,158.1,6316.57,43.67,6316.33,6387.27,6418.93,6157.74,6588.65,0.00
25,cpython_3.13,rpi5,on,rx,60.005,9480,158.0,6319.05,43.22,6318.54,6389.65,6422.08,6152.30,6555.52,0.00
26,cpython_3.13,rpi5,on,rx,60.006,9479,158.0,6319.98,43.15,6319.54,6391.49,6422.08,6141.76,6606.75,0.00
27,cpython_3.13,rpi5,on,rx,60.001,9558,159.3,6267.64,43.21,6267.15,6338.60,6369.52,6080.77,6580.51,0.00
28,cpython_3.13,rpi5,on,rx,60.010,9591,159.8,6246.52,42.57,6246.49,6315.74,6345.67,6072.91,6569.12,0.00
29,cpython_3.13,rpi5,on,rx,60.008,9570,159.5,6259.89,42.98,6259.45,6329.49,6362.40,6113.30,6562.67,0.00
30,cpython_3.13,rpi5,on,rx,60.001,9598,160.0,6240.84,42.79,6241.08,6310.62,6339.75,6088.71,6532.45,0.00
1,rust-cv2x,mk6,on,rx,60.022,7523,125.3,3286.43,465.15,3048.49,4249.46,4410.23,2946.36,10507.96,0.00
2,rust-cv2x,mk6,on,rx,60.032,6434,107.2,3318.36,485.08,3062.50,4262.96,4449.11,2946.73,10488.46,0.00
3,rust-cv2x,mk6,on,rx,60.063,6411,106.7,3341.37,504.38,3085.37,4260.59,4509.98,2943.61,9226.11,0.00
4,rust-cv2x,mk6,on,rx,60.032,8328,138.7,3254.29,446.25,3042.62,4226.21,4405.73,2945.73,10503.71,0.00
5,rust-cv2x,mk6,on,rx,60.072,6926,115.3,3321.53,486.43,3083.50,4264.97,4453.85,2953.23,12174.97,0.00
6,rust-cv2x,mk6,on,rx,60.083,5872,97.7,3381.70,520.38,3113.50,4302.09,4521.86,2951.86,10383.33,0.00
7,rust-cv2x,mk6,on,rx,60.003,7506,125.1,3295.57,451.12,3064.87,4263.59,4444.60,2952.74,7504.85,0.00
8,rust-cv2x,mk6,on,rx,60.084,6776,112.8,3334.44,496.39,3083.25,4274.84,4486.11,2953.61,9636.27,0.00
9,rust-cv2x,mk6,on,rx,60.012,7083,118.0,3320.92,486.12,3078.49,4264.71,4476.23,2954.74,11732.06,0.00
10,rust-cv2x,mk6,on,rx,60.040,7132,118.8,3312.49,474.74,3064.12,4259.34,4419.48,2953.73,10460.83,0.00
11,rust-cv2x,mk6,on,rx,60.021,7215,120.2,3312.94,486.55,3070.99,4272.34,4471.86,2950.49,11856.57,0.00
12,rust-cv2x,mk6,on,rx,60.057,7265,121.0,3322.65,492.77,3079.37,4286.84,4577.49,2958.86,8696.44,0.00
13,rust-cv2x,mk6,on,rx,60.002,7546,125.8,3298.94,459.03,3074.74,4268.34,4473.36,2955.61,8331.04,0.00
14,rust-cv2x,mk6,on,rx,60.001,7071,117.8,3340.80,487.18,3107.00,4271.09,4508.98,2957.61,10937.75,0.00
15,rust-cv2x,mk6,on,rx,60.025,5997,99.9,3391.14,570.36,3130.62,4296.34,4587.99,2951.49,14385.27,0.00
16,rust-cv2x,mk6,on,rx,60.001,6921,115.3,3339.31,506.79,3087.75,4288.84,4497.61,2955.36,9614.89,0.00
17,rust-cv2x,mk6,on,rx,60.002,6739,112.3,3338.74,531.49,3078.75,4280.97,4484.98,2957.24,11350.40,0.00
18,rust-cv2x,mk6,on,rx,60.001,7350,122.5,3313.15,476.48,3073.87,4270.34,4460.36,2956.11,9191.11,0.00
19,rust-cv2x,mk6,on,rx,60.003,6662,111.0,3338.01,483.97,3087.75,4270.71,4518.11,2953.74,8723.20,0.00
20,rust-cv2x,mk6,on,rx,60.058,7385,123.0,3341.58,513.29,3120.75,4269.84,4502.98,2957.86,13225.32,0.00
21,rust-cv2x,mk6,on,rx,60.000,7027,117.1,3317.85,473.16,3079.25,4271.59,4504.48,2955.36,10847.74,0.00
22,rust-cv2x,mk6,on,rx,60.030,6439,107.3,3347.26,513.34,3079.87,4286.72,4530.61,2953.73,10515.09,0.00
23,rust-cv2x,mk6,on,rx,60.000,8652,144.2,3265.77,447.71,3054.12,4239.84,4447.85,2950.99,9137.60,0.00
24,rust-cv2x,mk6,on,rx,60.000,6754,112.6,3339.39,488.38,3096.00,4275.97,4503.11,2953.49,8779.83,0.00
25,rust-cv2x,mk6,on,rx,60.005,7355,122.6,3304.95,482.86,3063.49,4267.22,4459.10,2952.86,10308.82,0.00
26,rust-cv2x,mk6,on,rx,60.001,7729,128.8,3293.09,475.85,3052.12,4264.22,4469.61,2953.61,9214.74,0.00
27,rust-cv2x,mk6,on,rx,60.001,7533,125.5,3287.57,447.48,3060.25,4259.59,4428.10,2952.99,9507.01,0.00
28,rust-cv2x,mk6,on,rx,60.002,7259,121.0,3312.80,499.42,3073.39,4268.59,4495.11,2951.61,11760.69,0.00
29,rust-cv2x,mk6,on,rx,60.007,6966,116.1,3340.07,476.83,3101.75,4269.09,4479.23,2950.74,8584.56,0.00
30,rust-cv2x,mk6,on,rx,60.057,6104,101.6,3350.07,501.85,3074.99,4269.72,4471.86,2949.86,8460.05,0.00
1,rust-cv2x,mk6,on,security-verify,60.000,20230,337.2,2964.27,89.11,2921.61,3157.87,3201.26,2887.23,3281.39,2964.27
2,rust-cv2x,mk6,on,security-verify,60.002,20205,336.7,2968.00,87.07,2925.23,3156.25,3202.26,2891.98,3284.76,2968.00
3,rust-cv2x,mk6,on,security-verify,60.002,20195,336.6,2969.53,93.30,2924.61,3165.63,3221.51,2889.23,3572.16,2969.53
4,rust-cv2x,mk6,on,security-verify,60.002,20238,337.3,2963.24,92.76,2919.23,3162.00,3206.88,2886.85,3888.68,2963.24
5,rust-cv2x,mk6,on,security-verify,60.000,20196,336.6,2969.38,93.54,2923.61,3166.00,3224.26,2886.98,3959.07,2969.38
6,rust-cv2x,mk6,on,security-verify,60.002,20206,336.8,2967.90,90.93,2923.48,3161.38,3212.38,2887.86,3496.53,2967.90
7,rust-cv2x,mk6,on,security-verify,60.003,20243,337.4,2962.52,90.48,2920.11,3158.38,3203.63,2885.36,3293.26,2962.52
8,rust-cv2x,mk6,on,security-verify,60.003,20250,337.5,2961.55,91.56,2917.48,3158.63,3204.13,2885.86,3358.52,2961.55
9,rust-cv2x,mk6,on,security-verify,60.001,20212,336.9,2967.03,89.18,2923.11,3161.25,3205.01,2890.98,3304.01,2967.03
10,rust-cv2x,mk6,on,security-verify,60.000,20210,336.8,2967.22,94.19,2923.36,3166.50,3220.38,2888.86,3964.44,2967.22
11,rust-cv2x,mk6,on,security-verify,60.000,20219,337.0,2965.87,94.09,2920.36,3163.75,3219.13,2885.98,3579.03,2965.87
12,rust-cv2x,mk6,on,security-verify,60.002,20224,337.1,2965.32,90.29,2921.98,3161.13,3206.63,2887.73,3285.14,2965.32
13,rust-cv2x,mk6,on,security-verify,60.000,20240,337.3,2962.85,95.22,2917.86,3162.75,3217.51,2883.36,3558.53,2962.85
14,rust-cv2x,mk6,on,security-verify,60.002,20198,336.6,2969.05,98.50,2921.98,3170.75,3242.26,2886.11,3611.91,2969.05
15,rust-cv2x,mk6,on,security-verify,60.002,20187,336.4,2970.70,94.74,2924.73,3167.13,3225.88,2889.11,4742.01,2970.70
16,rust-cv2x,mk6,on,security-verify,60.000,20215,336.9,2966.48,95.91,2920.98,3166.25,3224.63,2886.98,3567.28,2966.48
17,rust-cv2x,mk6,on,security-verify,60.000,20233,337.2,2963.86,96.20,2918.23,3164.88,3223.13,2885.73,3550.28,2963.86
18,rust-cv2x,mk6,on,security-verify,60.000,20235,337.2,2963.55,93.13,2919.73,3160.88,3211.26,2885.98,3674.42,2963.55
19,rust-cv2x,mk6,on,security-verify,60.002,20219,337.0,2966.05,89.03,2922.36,3159.88,3203.01,2887.98,3307.39,2966.05
20,rust-cv2x,mk6,on,security-verify,60.000,20223,337.0,2965.37,89.59,2921.73,3159.13,3203.63,2886.86,4058.95,2965.37
21,rust-cv2x,mk6,on,security-verify,60.001,20252,337.5,2961.20,92.17,2917.48,3159.75,3203.26,2886.36,3618.79,2961.20
22,rust-cv2x,mk6,on,security-verify,60.002,20245,337.4,2962.17,93.55,2918.48,3158.88,3208.63,2884.98,3531.16,2962.17
23,rust-cv2x,mk6,on,security-verify,60.001,20221,337.0,2965.80,95.90,2920.61,3165.75,3230.13,2884.35,4315.60,2965.80
24,rust-cv2x,mk6,on,security-verify,60.001,20230,337.2,2964.36,91.07,2920.98,3161.00,3205.63,2887.11,3297.26,2964.36
25,rust-cv2x,mk6,on,security-verify,60.000,20255,337.6,2960.64,91.38,2916.98,3156.25,3200.88,2884.48,3279.51,2960.64
26,rust-cv2x,mk6,on,security-verify,60.001,20231,337.2,2964.19,91.81,2920.61,3161.25,3206.26,2888.73,3301.89,2964.19
27,rust-cv2x,mk6,on,security-verify,60.002,20182,336.4,2971.27,91.26,2926.23,3164.50,3215.26,2890.73,4002.57,2971.27
28,rust-cv2x,mk6,on,security-verify,60.002,20197,336.6,2969.35,93.00,2924.23,3167.13,3215.63,2889.36,3507.53,2969.35
29,rust-cv2x,mk6,on,security-verify,60.001,20233,337.2,2963.87,95.46,2920.73,3161.13,3210.51,2887.73,6443.27,2963.87
30,rust-cv2x,mk6,on,security-verify,60.001,20198,336.6,2969.10,101.48,2921.48,3176.75,3250.13,2886.98,4081.45,2969.10
1,rust,laptop,on,rx,60.000,186700,3111.7,365.61,209.46,359.09,400.62,452.28,319.20,20519.88,0.00
2,rust,laptop,on,rx,60.000,187618,3127.0,362.94,173.19,352.45,397.93,500.00,319.51,11702.28,0.00
3,rust,laptop,on,rx,60.000,189215,3153.6,354.29,48.01,350.53,391.06,435.05,319.39,6267.66,0.00
4,rust,laptop,on,rx,60.000,189147,3152.4,358.57,162.20,350.04,391.02,464.07,318.73,11960.40,0.00
5,rust,laptop,on,rx,60.000,190485,3174.7,352.68,138.09,348.65,381.44,422.56,319.54,15575.92,0.00
6,rust,laptop,on,rx,60.000,190757,3179.3,349.51,123.40,345.45,377.92,412.34,319.17,13956.31,0.00
7,rust,laptop,on,rx,60.000,188238,3137.3,359.64,160.28,351.42,393.89,487.47,319.31,13530.04,0.00
8,rust,laptop,on,rx,60.000,186489,3108.1,364.37,136.69,359.20,401.73,455.06,319.90,14823.90,0.00
9,rust,laptop,on,rx,60.000,189336,3155.6,356.71,189.55,349.29,391.47,457.83,318.75,19232.64,0.00
10,rust,laptop,on,rx,60.000,190048,3167.5,355.68,272.31,348.92,384.34,428.71,318.99,26984.56,0.00
11,rust,laptop,on,rx,60.000,184600,3076.7,378.01,301.54,362.65,405.99,516.91,319.94,19843.05,0.00
12,rust,laptop,on,rx,60.000,188071,3134.5,360.04,154.27,353.99,397.50,441.36,319.26,16025.80,0.00
13,rust,laptop,on,rx,60.000,189537,3158.9,356.85,175.59,350.02,389.94,434.44,318.83,15197.42,0.00
14,rust,laptop,on,rx,60.000,184856,3080.9,369.49,156.46,364.48,402.66,450.27,320.40,15297.39,0.00
15,rust,laptop,on,rx,60.000,189551,3159.2,354.41,133.27,349.72,389.34,428.44,319.33,15993.45,0.00
16,rust,laptop,on,rx,60.000,187883,3131.4,360.11,152.75,351.72,395.90,483.16,318.47,14619.43,0.00
17,rust,laptop,on,rx,60.000,187140,3119.0,361.48,144.06,356.57,398.81,441.64,319.09,17822.36,0.00
18,rust,laptop,on,rx,60.000,189706,3161.8,357.35,210.32,349.66,388.60,438.69,318.50,17745.74,0.00
19,rust,laptop,on,rx,60.000,190548,3175.8,351.66,104.41,348.08,382.79,424.16,318.86,12551.54,0.00
20,rust,laptop,on,rx,60.000,189667,3161.1,352.57,29.26,349.92,387.70,427.03,318.93,4147.13,0.00
